age,workclass,race,sex,y_no,y_yes
23, Private, White, Female,1,0
41, Self-emp-not-inc, White, Male,1,0
52, Private, White, Male,1,0
41, Self-emp-not-inc, White, Female,1,0
59, Self-emp-not-inc, White, Male,1,0
56, Self-emp-not-inc, White, Female,0,1
58, Private, White, Male,0,1
65, Private, White, Male,0,1
24, Local-gov, Asian-Pac-Islander, Male,1,0
51, Private, White, Male,0,1
31, Private, White, Male,1,0
84, Private, White, Female,1,0
51, Private, White, Male,1,0
24, Local-gov, White, Male,1,0
30, Private, White, Male,1,0
22, Private, White, Male,1,0
30, Private, White, Male,1,0
47, Private, White, Female,1,0
19, Private, White, Female,1,0
43, Self-emp-not-inc, White, Female,1,0
30, Private, White, Female,1,0
46, Private, White, Female,1,0
49, Local-gov, White, Male,1,0
37, Private, White, Female,1,0
42, Private, White, Male,1,0
57, Private, White, Male,1,0
46, Private, White, Female,1,0
23, Private, White, Female,1,0
26, Private, White, Male,0,1
64, Private, White, Female,1,0
20, Private, White, Female,1,0
31, Private, White, Male,1,0
38, Private, White, Male,0,1
44, Private, White, Male,1,0
42, Self-emp-not-inc, Asian-Pac-Islander, Male,1,0
23, Private, White, Male,1,0
31, Local-gov, White, Male,0,1
35, Self-emp-not-inc, White, Male,1,0
30, Self-emp-not-inc, White, Male,1,0
35, Private, White, Male,1,0
40, Private, White, Female,1,0
18, Private, White, Female,1,0
23, Private, Asian-Pac-Islander, Male,1,0
63, Private, Black, Male,1,0
20, State-gov, White, Male,1,0
50, Local-gov, White, Male,0,1
49, Private, White, Male,1,0
53, Self-emp-not-inc, White, Male,1,0
34, Private, White, Female,1,0
54, Private, White, Male,0,1
40, Private, White, Male,0,1
22, Private, White, Female,1,0
28, Private, White, Male,1,0
24, Private, White, Male,1,0
37, Private, White, Female,1,0
62, Private, White, Female,1,0
19, ?, White, Male,1,0
51, Private, Asian-Pac-Islander, Female,1,0
65, Private, White, Female,1,0
31, Private, White, Female,1,0
42, Self-emp-inc, White, Male,0,1
42, Private, Black, Female,1,0
54, Private, White, Male,1,0
23, Private, White, Female,1,0
28, Private, White, Female,1,0
42, Private, White, Male,1,0
30, Private, Black, Male,1,0
33, Federal-gov, White, Male,1,0
33, Private, White, Female,1,0
39, Private, White, Male,1,0
27, Private, White, Male,1,0
20, ?, Black, Male,1,0
62, Private, Asian-Pac-Islander, Male,1,0
17, Private, White, Male,1,0
58, Private, Black, Female,0,1
69, Self-emp-inc, White, Male,0,1
34, Private, White, Male,0,1
34, Private, White, Male,0,1
20, Private, White, Male,1,0
64, Federal-gov, White, Female,0,1
27, Private, White, Male,1,0
41, Private, White, Female,0,1
40, Private, White, Male,1,0
53, Local-gov, White, Male,0,1
44, Private, White, Male,1,0
37, Private, White, Female,1,0
46, Private, White, Male,0,1
17, Private, White, Male,1,0
35, Private, White, Male,1,0
36, Local-gov, White, Female,1,0
49, State-gov, White, Male,0,1
48, Private, White, Female,1,0
26, Private, White, Male,1,0
26, Private, White, Female,1,0
35, State-gov, White, Male,1,0
29, Private, White, Male,1,0
54, Private, White, Male,0,1
36, Local-gov, Black, Male,1,0
25, Private, White, Male,1,0
18, Local-gov, White, Male,1,0
21, Private, Black, Female,1,0
22, Private, Black, Male,1,0
52, Private, White, Male,0,1
36, Self-emp-not-inc, White, Female,1,0
25, Private, White, Female,1,0
49, Self-emp-not-inc, White, Male,0,1
42, Private, White, Male,0,1
37, Private, White, Male,1,0
39, Private, White, Male,1,0
32, Private, White, Male,1,0
53, Private, White, Male,1,0
30, Private, White, Male,1,0
51, Private, White, Female,0,1
62, Local-gov, Black, Female,1,0
38, Private, White, Male,1,0
23, Private, White, Male,1,0
39, Private, White, Male,1,0
37, Federal-gov, White, Male,1,0
27, ?, White, Female,1,0
41, Private, White, Male,1,0
47, Self-emp-not-inc, White, Male,0,1
25, Private, Black, Female,0,1
35, Private, White, Female,1,0
47, Private, White, Male,0,1
30, Private, White, Male,1,0
29, Private, White, Male,1,0
36, Private, White, Female,0,1
42, Private, White, Male,1,0
51, Private, Black, Male,1,0
34, Private, White, Male,1,0
44, Self-emp-inc, White, Male,1,0
27, Private, White, Male,1,0
39, Private, Black, Male,1,0
46, Private, White, Male,1,0
32, Self-emp-not-inc, White, Male,1,0
31, Private, Black, Female,1,0
23, Private, White, Male,1,0
47, Private, White, Male,0,1
66, Private, White, Male,1,0
26, Private, White, Male,1,0
52, Private, White, Male,0,1
53, Self-emp-inc, White, Female,1,0
48, Self-emp-not-inc, Asian-Pac-Islander, Male,1,0
37, Self-emp-inc, White, Male,1,0
17, Private, White, Female,1,0
50, Private, White, Male,0,1
28, ?, White, Female,1,0
17, Federal-gov, Black, Female,1,0
39, Private, Black, Male,1,0
28, Federal-gov, Black, Female,1,0
38, Private, White, Male,1,0
53, Private, White, Male,0,1
28, Local-gov, White, Male,1,0
42, Private, White, Male,0,1
40, Private, White, Male,1,0
20, Private, White, Male,1,0
32, State-gov, White, Male,0,1
23, State-gov, White, Male,1,0
25, Private, Asian-Pac-Islander, Male,1,0
41, Private, Asian-Pac-Islander, Male,1,0
42, Private, White, Male,0,1
18, Private, White, Male,1,0
29, Local-gov, White, Male,0,1
36, Private, White, Male,1,0
34, Private, White, Male,1,0
34, Private, White, Male,1,0
48, State-gov, White, Male,0,1
36, Self-emp-inc, White, Male,0,1
67, Federal-gov, White, Male,1,0
53, Private, White, Male,0,1
53, Self-emp-not-inc, White, Male,0,1
45, Private, White, Male,0,1
22, Private, White, Female,1,0
25, Private, White, Male,1,0
61, Private, White, Female,1,0
31, Local-gov, Black, Female,1,0
47, Self-emp-inc, White, Male,1,0
31, Private, White, Male,1,0
17, Private, Other, Female,1,0
38, Self-emp-inc, White, Male,0,1
23, Private, Black, Male,1,0
42, Private, Amer-Indian-Eskimo, Female,1,0
78, Private, Asian-Pac-Islander, Male,1,0
54, Private, White, Male,0,1
26, Local-gov, Asian-Pac-Islander, Female,1,0
30, Private, White, Male,0,1
46, Private, White, Male,0,1
26, Private, Black, Female,1,0
30, Private, White, Female,1,0
66, Local-gov, Black, Male,0,1
23, Private, Black, Male,1,0
25, Private, White, Male,1,0
32, Self-emp-inc, White, Male,1,0
25, Local-gov, White, Male,1,0
51, Private, White, Male,1,0
24, State-gov, White, Male,1,0
22, Private, White, Female,1,0
28, Private, White, Female,1,0
29, Local-gov, Black, Female,1,0
26, Private, White, Male,1,0
41, Federal-gov, White, Male,0,1
19, Private, White, Female,1,0
39, Private, Asian-Pac-Islander, Male,1,0
51, Private, White, Male,0,1
29, ?, Black, Female,1,0
27, Private, White, Male,1,0
33, Private, Black, Male,0,1
19, Private, White, Female,1,0
67, ?, Black, Male,1,0
41, Private, White, Male,0,1
29, Federal-gov, White, Male,0,1
28, Private, Black, Male,1,0
25, Private, White, Male,1,0
21, Federal-gov, White, Male,1,0
24, Local-gov, White, Male,0,1
48, Private, White, Female,1,0
46, Self-emp-inc, White, Male,0,1
35, Private, White, Male,1,0
35, Federal-gov, White, Male,0,1
50, Private, White, Male,1,0
22, Private, White, Female,1,0
45, Private, White, Male,1,0
62, Local-gov, White, Female,1,0
39, Local-gov, White, Male,0,1
33, Local-gov, White, Male,1,0
22, Private, White, Female,1,0
50, Private, White, Male,0,1
25, Private, White, Female,1,0
44, Private, White, Female,1,0
26, Private, White, Male,0,1
31, State-gov, White, Female,0,1
56, Private, White, Female,1,0
49, Self-emp-not-inc, White, Male,1,0
49, Private, White, Male,0,1
46, Private, White, Female,1,0
33, Private, Black, Male,1,0
25, Private, White, Female,1,0
40, Private, White, Female,0,1
72, ?, White, Male,1,0
32, State-gov, White, Male,1,0
44, Private, White, Male,1,0
48, Private, White, Female,1,0
17, Private, White, Female,1,0
50, Private, White, Female,0,1
61, Private, White, Female,0,1
22, Local-gov, Black, Male,1,0
17, Private, White, Male,1,0
49, Self-emp-inc, White, Male,0,1
26, Private, White, Male,1,0
19, State-gov, White, Male,1,0
17, Private, White, Female,1,0
38, Private, White, Male,1,0
34, Local-gov, Asian-Pac-Islander, Male,1,0
51, Private, White, Male,0,1
48, Private, White, Male,0,1
63, Private, White, Male,0,1
19, Private, White, Female,1,0
73, Private, White, Female,0,1
51, Private, White, Female,1,0
38, Private, Black, Male,1,0
54, Private, White, Male,0,1
41, Private, White, Male,0,1
65, ?, White, Male,0,1
36, Self-emp-not-inc, White, Male,0,1
42, Private, Other, Male,1,0
38, Private, White, Male,0,1
20, ?, White, Male,1,0
37, State-gov, White, Male,0,1
35, State-gov, White, Male,0,1
51, Self-emp-not-inc, White, Male,1,0
23, Private, White, Female,1,0
27, State-gov, Black, Female,1,0
19, ?, White, Male,1,0
37, Private, White, Male,0,1
29, Private, White, Male,1,0
33, Private, White, Male,1,0
60, Private, White, Male,1,0
22, Private, White, Male,1,0
22, ?, Black, Male,1,0
60, State-gov, Black, Female,1,0
35, Private, White, Male,1,0
45, Private, White, Female,1,0
30, Private, Asian-Pac-Islander, Male,0,1
43, Self-emp-inc, White, Male,0,1
32, State-gov, White, Female,1,0
35, Private, White, Male,1,0
32, Private, Black, Female,1,0
61, Private, Asian-Pac-Islander, Male,0,1
40, State-gov, White, Female,1,0
20, ?, White, Female,1,0
42, Self-emp-inc, White, Male,0,1
21, Private, White, Female,1,0
21, Private, White, Female,1,0
26, Private, White, Female,1,0
36, State-gov, White, Male,0,1
24, Private, White, Male,1,0
47, Private, White, Male,0,1
51, Private, White, Male,1,0
65, ?, Black, Female,1,0
61, Private, White, Female,1,0
67, Private, White, Female,1,0
49, Private, White, Male,1,0
63, ?, White, Male,0,1
58, Private, White, Male,0,1
61, Private, White, Female,1,0
36, Private, Black, Male,1,0
19, Private, Asian-Pac-Islander, Male,1,0
29, Self-emp-not-inc, White, Male,1,0
43, Private, White, Male,0,1
60, Self-emp-not-inc, Black, Male,1,0
21, Private, White, Male,1,0
22, Private, White, Female,1,0
33, Private, White, Male,0,1
36, Private, Asian-Pac-Islander, Female,1,0
37, Private, White, Male,1,0
35, Private, White, Female,1,0
17, Private, White, Male,1,0
37, Private, White, Male,0,1
22, ?, White, Female,1,0
28, Private, White, Male,0,1
42, Private, White, Female,1,0
57, Self-emp-inc, White, Male,0,1
26, Private, White, Female,1,0
45, Local-gov, Black, Male,1,0
32, Private, White, Male,0,1
63, Private, White, Female,1,0
22, Private, Asian-Pac-Islander, Female,1,0
36, Private, White, Male,0,1
45, State-gov, White, Female,1,0
34, Self-emp-not-inc, White, Male,0,1
27, State-gov, White, Male,1,0
20, ?, White, Female,1,0
47, Self-emp-not-inc, White, Male,0,1
46, Private, White, Male,1,0
28, Private, White, Female,1,0
45, Private, White, Male,1,0
26, Private, Asian-Pac-Islander, Female,1,0
32, Self-emp-not-inc, White, Male,1,0
30, Local-gov, White, Female,1,0
59, Private, White, Male,1,0
58, State-gov, White, Female,0,1
45, Private, White, Male,1,0
76, Self-emp-not-inc, White, Male,1,0
38, Private, White, Female,1,0
32, Private, Black, Male,1,0
38, Self-emp-not-inc, White, Male,1,0
30, Private, Black, Female,1,0
53, Self-emp-inc, White, Male,0,1
41, Private, White, Male,1,0
27, State-gov, White, Male,1,0
44, Local-gov, White, Male,1,0
35, Private, Asian-Pac-Islander, Male,0,1
36, Private, Other, Female,1,0
51, Private, White, Female,0,1
42, Local-gov, White, Male,1,0
40, Self-emp-not-inc, White, Male,0,1
45, Private, White, Male,1,0
55, Private, White, Female,0,1
36, Private, White, Male,1,0
57, Federal-gov, Black, Male,0,1
27, Private, White, Female,1,0
62, Private, White, Male,1,0
29, Private, White, Male,1,0
38, Self-emp-not-inc, Amer-Indian-Eskimo, Male,1,0
29, Private, White, Male,1,0
18, ?, White, Male,1,0
19, ?, Black, Male,1,0
32, Local-gov, White, Female,1,0
34, Private, White, Male,1,0
25, Private, White, Male,1,0
34, Local-gov, White, Male,1,0
37, State-gov, White, Male,1,0
37, Private, White, Male,1,0
18, Private, White, Male,1,0
24, Private, White, Male,1,0
17, Private, White, Female,1,0
35, Private, White, Female,1,0
31, Private, Black, Female,1,0
29, Private, White, Male,1,0
49, Self-emp-not-inc, White, Male,1,0
71, ?, White, Male,0,1
35, Federal-gov, White, Male,1,0
55, Self-emp-not-inc, White, Male,1,0
37, Private, White, Male,1,0
33, Local-gov, Black, Female,1,0
49, Private, White, Male,0,1
32, Private, White, Male,1,0
63, ?, Black, Male,1,0
39, Private, White, Male,1,0
42, Local-gov, White, Male,1,0
30, State-gov, White, Female,0,1
30, Private, White, Male,1,0
48, Self-emp-inc, White, Male,0,1
57, Self-emp-not-inc, White, Male,1,0
56, Private, Black, Female,1,0
28, Private, White, Male,1,0
43, Private, White, Male,0,1
46, Private, White, Male,1,0
60, Private, White, Male,0,1
50, Local-gov, White, Female,1,0
37, Private, White, Male,0,1
41, Private, Black, Female,1,0
38, Private, White, Female,0,1
23, Private, White, Female,1,0
59, Private, White, Male,0,1
72, Private, White, Male,1,0
47, Local-gov, White, Female,1,0
29, Private, White, Male,1,0
35, Private, White, Male,1,0
24, Private, White, Male,1,0
22, Private, White, Female,1,0
24, Private, White, Male,1,0
42, Private, White, Male,0,1
55, Federal-gov, White, Female,1,0
40, State-gov, White, Female,1,0
61, Private, Asian-Pac-Islander, Female,1,0
58, Self-emp-not-inc, White, Male,1,0
39, State-gov, White, Male,1,0
45, Self-emp-not-inc, White, Female,1,0
25, Private, White, Male,1,0
69, ?, White, Male,0,1
36, Private, White, Male,1,0
34, Private, White, Male,0,1
45, Private, White, Male,0,1
27, ?, Black, Male,1,0
28, Private, Black, Male,1,0
27, Private, White, Female,1,0
41, State-gov, White, Female,1,0
18, State-gov, Black, Female,1,0
44, Private, White, Male,0,1
47, Private, White, Female,0,1
36, Local-gov, White, Male,1,0
66, Private, White, Female,1,0
33, Private, White, Female,1,0
39, Local-gov, White, Male,0,1
30, Private, Black, Male,1,0
34, Self-emp-not-inc, White, Male,0,1
62, Self-emp-not-inc, White, Female,1,0
21, Private, White, Female,1,0
50, Self-emp-inc, White, Male,0,1
30, Private, White, Male,0,1
43, Private, White, Male,0,1
19, Private, White, Female,1,0
26, Federal-gov, White, Male,1,0
50, Private, White, Male,1,0
45, Federal-gov, White, Male,0,1
46, Self-emp-inc, White, Male,0,1
17, Private, White, Male,1,0
56, Private, White, Male,0,1
25, Private, Black, Female,0,1
47, Private, Asian-Pac-Islander, Female,1,0
23, Private, White, Male,1,0
51, Self-emp-not-inc, White, Female,1,0
19, Private, White, Female,1,0
33, Self-emp-not-inc, White, Male,1,0
32, Private, White, Female,1,0
52, Private, White, Male,1,0
36, Private, Black, Female,1,0
34, Private, White, Male,1,0
26, ?, White, Female,1,0
26, Self-emp-inc, Other, Male,1,0
35, Local-gov, White, Male,1,0
58, Federal-gov, White, Male,0,1
32, Private, White, Male,1,0
23, Private, White, Female,1,0
28, Self-emp-not-inc, Black, Male,1,0
20, Private, White, Male,1,0
17, Private, White, Male,1,0
56, Private, White, Male,0,1
26, Private, White, Female,1,0
43, State-gov, White, Female,1,0
45, Self-emp-not-inc, White, Male,1,0
34, Private, White, Female,0,1
54, Private, White, Male,1,0
51, Local-gov, White, Female,1,0
58, Self-emp-not-inc, White, Male,1,0
49, Private, White, Female,1,0
21, Private, White, Female,1,0
44, Private, White, Female,1,0
26, Private, White, Female,1,0
39, Private, White, Male,1,0
19, ?, White, Male,1,0
37, Private, White, Male,1,0
49, Private, White, Male,1,0
45, Private, Black, Female,1,0
60, Federal-gov, Black, Female,1,0
28, Federal-gov, Black, Male,1,0
23, Private, Amer-Indian-Eskimo, Male,1,0
44, Private, White, Female,1,0
19, State-gov, White, Male,1,0
37, Private, White, Male,0,1
41, Self-emp-not-inc, White, Male,1,0
56, Federal-gov, White, Male,0,1
44, Private, White, Male,0,1
30, Private, Asian-Pac-Islander, Male,0,1
23, Private, White, Female,1,0
44, Private, White, Female,0,1
38, Private, White, Male,0,1
32, Private, White, Male,0,1
57, Self-emp-not-inc, White, Male,1,0
35, Private, White, Male,0,1
48, Self-emp-not-inc, White, Male,0,1
32, Local-gov, White, Male,1,0
76, Federal-gov, White, Female,1,0
57, Local-gov, Black, Female,1,0
58, ?, White, Female,1,0
51, Private, White, Male,0,1
50, Private, Black, Male,1,0
38, Private, White, Female,1,0
53, Private, White, Male,1,0
59, Self-emp-not-inc, White, Male,1,0
23, Private, White, Male,1,0
44, Private, White, Male,0,1
23, Private, White, Female,1,0
23, Private, White, Male,1,0
44, Private, White, Male,0,1
30, Private, White, Male,1,0
28, Private, White, Male,1,0
46, Private, White, Female,1,0
34, Local-gov, Black, Female,1,0
38, Private, White, Male,0,1
26, Private, Black, Female,1,0
39, Private, White, Male,1,0
28, Private, Black, Male,1,0
33, State-gov, Asian-Pac-Islander, Male,1,0
43, Private, White, Female,0,1
30, Private, Asian-Pac-Islander, Female,1,0
59, State-gov, White, Male,0,1
26, Private, White, Male,1,0
28, Private, Black, Male,1,0
48, Self-emp-not-inc, White, Male,1,0
49, Private, White, Female,1,0
41, Self-emp-not-inc, White, Male,1,0
20, Private, White, Female,1,0
49, Private, White, Male,0,1
37, State-gov, White, Male,1,0
18, Private, White, Female,1,0
61, Private, White, Male,0,1
26, Private, White, Male,1,0
66, Private, White, Male,1,0
68, Private, White, Female,1,0
27, Local-gov, White, Female,1,0
66, Self-emp-not-inc, White, Male,1,0
28, Private, White, Female,1,0
26, Private, White, Female,1,0
25, ?, Black, Female,1,0
46, Private, White, Male,1,0
62, ?, White, Male,1,0
35, Private, White, Male,1,0
26, Self-emp-not-inc, White, Male,1,0
40, Private, White, Female,1,0
31, Private, White, Male,1,0
52, Private, White, Male,1,0
61, Self-emp-not-inc, Black, Male,1,0
39, State-gov, White, Male,1,0
25, Private, White, Female,1,0
47, Private, White, Male,1,0
33, Private, Other, Male,1,0
17, Private, White, Male,1,0
26, Private, White, Male,1,0
25, Private, White, Male,1,0
39, Self-emp-not-inc, White, Male,1,0
33, Private, White, Male,0,1
46, Federal-gov, Black, Male,1,0
27, Private, White, Female,1,0
48, Private, White, Male,0,1
29, Self-emp-not-inc, White, Female,1,0
40, Private, White, Male,1,0
24, Private, Black, Male,1,0
55, Private, Other, Male,1,0
56, Private, White, Male,0,1
25, Private, White, Male,1,0
36, Private, White, Male,1,0
26, Self-emp-not-inc, White, Male,1,0
37, Private, White, Male,0,1
36, Private, White, Male,1,0
23, Self-emp-not-inc, White, Male,1,0
25, Private, White, Male,1,0
36, State-gov, Black, Female,1,0
37, Self-emp-not-inc, White, Male,1,0
39, Self-emp-inc, White, Male,0,1
35, Private, Black, Male,1,0
33, Private, Black, Male,1,0
31, Private, White, Male,1,0
49, Private, White, Male,1,0
34, Self-emp-not-inc, White, Male,1,0
40, Private, Asian-Pac-Islander, Male,1,0
27, Private, White, Female,1,0
50, Self-emp-not-inc, White, Male,1,0
38, Private, Black, Female,1,0
55, State-gov, Black, Male,1,0
49, Self-emp-not-inc, White, Male,1,0
40, Private, Other, Male,1,0
42, Private, White, Female,1,0
51, Private, White, Male,0,1
27, Private, Asian-Pac-Islander, Female,1,0
30, State-gov, White, Male,0,1
70, ?, White, Male,0,1
40, Private, Black, Female,1,0
43, Self-emp-not-inc, White, Male,1,0
24, Private, White, Female,1,0
22, ?, White, Male,1,0
38, Private, White, Male,0,1
52, Private, White, Male,1,0
32, Private, White, Male,0,1
33, Private, White, Female,1,0
21, Private, White, Male,1,0
27, Private, White, Male,1,0
31, Private, White, Male,1,0
29, Private, Asian-Pac-Islander, Female,0,1
49, Private, White, Male,1,0
61, ?, White, Male,0,1
46, Private, White, Male,0,1
37, Private, White, Male,1,0
56, Federal-gov, White, Male,0,1
37, Private, White, Male,1,0
26, Self-emp-not-inc, White, Male,1,0
31, Private, Black, Female,1,0
36, Private, Asian-Pac-Islander, Female,1,0
52, Private, White, Male,1,0
40, Private, White, Male,1,0
21, Private, White, Female,1,0
63, Private, Black, Male,1,0
30, Private, White, Female,1,0
30, Private, White, Male,1,0
50, Private, White, Male,1,0
41, Private, White, Male,1,0
39, Self-emp-inc, White, Male,0,1
23, Private, White, Female,1,0
52, Private, Black, Male,1,0
17, ?, Black, Female,1,0
46, Private, Black, Female,1,0
26, Private, White, Female,1,0
30, Private, White, Male,1,0
23, Private, White, Male,1,0
21, State-gov, Asian-Pac-Islander, Female,1,0
39, Private, White, Male,1,0
37, Local-gov, Black, Male,1,0
40, Self-emp-not-inc, White, Male,0,1
38, Private, Black, Female,1,0
47, Private, White, Male,1,0
20, Private, White, Male,1,0
35, Private, White, Male,1,0
62, State-gov, White, Male,0,1
32, Private, White, Female,1,0
42, Self-emp-inc, White, Male,0,1
32, Private, White, Male,1,0
27, Private, Black, Female,1,0
53, Self-emp-inc, White, Male,0,1
28, Self-emp-not-inc, White, Male,1,0
26, Private, White, Male,1,0
47, Private, White, Male,0,1
23, Private, Black, Female,1,0
70, Self-emp-inc, White, Male,1,0
41, State-gov, Asian-Pac-Islander, Male,1,0
43, State-gov, White, Male,1,0
65, Private, White, Female,1,0
40, Self-emp-not-inc, White, Male,1,0
64, Self-emp-not-inc, White, Male,0,1
40, Private, White, Male,1,0
43, Private, White, Male,1,0
50, Federal-gov, White, Male,1,0
19, ?, White, Female,1,0
32, Self-emp-not-inc, Black, Female,1,0
32, Private, White, Male,1,0
42, Private, White, Male,1,0
41, Private, White, Male,0,1
30, Private, White, Female,1,0
20, Private, White, Male,1,0
45, State-gov, White, Male,1,0
42, Private, White, Male,0,1
24, Private, White, Male,1,0
43, Private, White, Female,1,0
28, Private, Black, Male,1,0
35, Private, White, Female,1,0
36, ?, Black, Male,1,0
38, Federal-gov, White, Female,1,0
32, Local-gov, White, Female,1,0
50, State-gov, White, Male,1,0
34, Private, White, Male,0,1
35, Private, White, Male,1,0
30, Private, White, Female,1,0
61, State-gov, White, Male,1,0
27, Private, White, Male,1,0
61, Private, Black, Female,1,0
18, Private, White, Male,1,0
31, Local-gov, White, Male,0,1
31, Private, White, Male,1,0
20, Private, Black, Female,1,0
35, Private, White, Male,1,0
51, Private, Black, Male,1,0
43, Private, White, Male,0,1
18, Private, White, Male,1,0
55, Private, White, Male,0,1
59, Private, White, Female,1,0
21, Private, White, Female,1,0
22, Private, White, Female,1,0
60, Federal-gov, White, Female,1,0
49, Federal-gov, White, Male,0,1
21, Private, White, Female,1,0
61, Private, White, Male,1,0
64, Private, White, Male,1,0
63, Private, White, Male,1,0
27, Federal-gov, White, Female,1,0
23, Private, Black, Female,1,0
41, State-gov, White, Female,1,0
18, ?, Black, Male,1,0
40, Private, White, Female,0,1
55, Self-emp-not-inc, White, Male,0,1
17, Private, White, Female,1,0
34, Self-emp-not-inc, White, Male,1,0
24, Private, White, Female,1,0
30, Private, White, Female,0,1
29, Private, Asian-Pac-Islander, Male,1,0
52, Private, White, Male,0,1
57, Federal-gov, White, Male,0,1
38, Private, White, Female,1,0
43, Private, White, Female,0,1
61, Private, White, Female,1,0
38, Private, White, Male,0,1
51, Private, Black, Male,0,1
40, Private, White, Male,1,0
41, Local-gov, White, Male,0,1
19, Private, White, Female,1,0
28, Private, White, Male,1,0
59, Private, White, Male,1,0
32, State-gov, White, Female,1,0
31, Private, White, Male,0,1
30, Private, White, Male,1,0
54, Self-emp-not-inc, White, Male,1,0
33, Private, White, Male,0,1
20, Private, White, Female,1,0
27, ?, White, Female,1,0
32, Self-emp-not-inc, White, Male,1,0
35, Private, Black, Female,1,0
27, Private, White, Male,1,0
40, Private, White, Male,0,1
34, Private, White, Male,1,0
34, Local-gov, White, Male,0,1
38, Private, White, Female,1,0
28, Private, Other, Male,1,0
65, Private, White, Male,1,0
61, Private, White, Male,1,0
18, Private, White, Female,1,0
35, Self-emp-inc, White, Male,0,1
45, Private, White, Female,1,0
68, ?, White, Female,1,0
25, Private, White, Male,1,0
48, Private, White, Male,1,0
19, Private, White, Female,1,0
43, Private, Black, Female,0,1
54, Private, White, Male,0,1
47, Self-emp-not-inc, White, Male,1,0
25, Private, White, Female,1,0
30, Private, White, Male,1,0
67, ?, White, Male,1,0
35, Private, White, Female,1,0
26, Private, White, Male,1,0
61, Private, White, Male,1,0
54, Private, White, Male,1,0
50, Private, Asian-Pac-Islander, Male,0,1
32, Private, White, Female,1,0
34, Private, White, Female,1,0
36, Private, White, Male,1,0
50, Private, White, Male,0,1
28, Private, White, Male,1,0
22, Private, White, Female,1,0
58, Private, White, Male,1,0
27, Private, White, Male,1,0
62, Private, White, Male,1,0
36, Self-emp-inc, White, Male,0,1
21, Local-gov, White, Female,1,0
41, Private, White, Female,1,0
28, Private, White, Male,1,0
33, Private, White, Male,1,0
54, Private, White, Male,0,1
19, Private, Amer-Indian-Eskimo, Female,1,0
76, Self-emp-not-inc, White, Male,1,0
25, ?, White, Female,1,0
34, Private, White, Male,0,1
40, Private, White, Female,1,0
22, Private, White, Female,1,0
17, Private, White, Male,1,0
55, Private, White, Female,1,0
51, Local-gov, White, Female,1,0
26, Private, Other, Male,1,0
44, Private, White, Male,1,0
65, ?, White, Male,1,0
54, Private, White, Male,0,1
34, Self-emp-not-inc, White, Male,1,0
42, Private, White, Male,1,0
26, Private, White, Male,1,0
39, Private, Asian-Pac-Islander, Male,1,0
46, ?, Black, Female,1,0
34, Private, White, Male,1,0
59, Private, White, Male,1,0
20, Private, White, Male,1,0
34, Private, White, Male,0,1
62, ?, White, Female,0,1
51, Private, White, Male,1,0
34, Private, White, Male,0,1
47, Private, White, Female,1,0
21, ?, White, Male,1,0
30, Self-emp-not-inc, White, Male,1,0
38, Private, White, Male,1,0
45, Private, Asian-Pac-Islander, Female,0,1
23, Private, White, Female,1,0
34, Private, White, Male,0,1
22, Private, White, Male,1,0
31, Private, White, Male,1,0
50, Private, White, Male,1,0
19, Private, White, Male,1,0
28, Private, Black, Female,0,1
23, Private, White, Female,1,0
35, Private, White, Male,1,0
28, Private, Black, Male,1,0
27, Private, White, Male,1,0
46, Self-emp-inc, White, Male,1,0
27, Private, White, Male,1,0
25, Private, White, Female,1,0
34, Self-emp-inc, White, Male,1,0
33, Private, White, Male,1,0
36, Private, White, Female,1,0
30, Private, White, Male,1,0
23, Private, White, Female,1,0
36, Private, White, Male,1,0
29, Private, White, Female,1,0
50, Self-emp-not-inc, White, Male,0,1
19, Private, White, Male,1,0
20, ?, White, Female,1,0
52, Federal-gov, White, Male,0,1
20, Private, White, Male,1,0
22, Private, White, Female,1,0
34, Private, White, Male,0,1
60, Private, White, Male,1,0
19, Private, Black, Male,1,0
59, Self-emp-not-inc, White, Male,1,0
36, Private, White, Male,1,0
25, Private, White, Male,1,0
49, Private, White, Male,1,0
25, Self-emp-not-inc, White, Female,1,0
50, Private, White, Female,1,0
44, Private, White, Female,1,0
28, ?, White, Female,1,0
33, Private, White, Male,1,0
40, Self-emp-inc, White, Male,1,0
56, Private, White, Male,1,0
56, Self-emp-not-inc, White, Male,0,1
23, Private, White, Male,1,0
38, ?, Black, Female,1,0
21, Private, White, Female,1,0
67, Private, White, Male,1,0
54, State-gov, White, Male,1,0
50, Local-gov, Black, Female,1,0
59, Private, White, Male,1,0
51, Private, Black, Female,1,0
30, Private, White, Female,1,0
42, Private, White, Male,0,1
64, ?, White, Female,1,0
61, ?, White, Female,1,0
26, Private, White, Male,1,0
47, Private, White, Male,1,0
78, Self-emp-not-inc, White, Male,0,1
24, Self-emp-not-inc, White, Male,1,0
27, Private, White, Male,1,0
51, Private, White, Male,0,1
46, Private, White, Male,0,1
55, Self-emp-not-inc, White, Male,1,0
20, Private, White, Male,1,0
30, Private, White, Male,1,0
36, ?, White, Male,1,0
19, Private, White, Female,1,0
30, Private, White, Male,0,1
31, Self-emp-not-inc, White, Male,0,1
26, Private, White, Male,1,0
59, ?, White, Male,0,1
53, Private, White, Male,0,1
24, Local-gov, White, Female,1,0
24, Private, White, Male,1,0
36, Private, White, Female,1,0
